accident_index,year,location_easting_osgr,location_northing_osgr,longitude,latitude,urban_or_rural_area,lad2014_code,lad2014_name,road_class,road_classcat,cas_severity,cas_mode
201343P096013,2013,471913,197685,-.9614409804344177,51.67329406738281,2,E07000179,South Oxfordshire,Motorway,Motorway,Serious,car/taxi
2017010069334,2017,556410,192870,.257617,51.612937,2,E09000016,Havering,Motorway,Motorway,Serious,car/taxi
201204TA12009,2012,387082,439742,-2.197869062423706,53.85374450683594,2,E07000122,Pendle,Motorway,Motorway,Serious,car/taxi
2012070360536,2012,346800,374820,-2.799132108688354,53.26767730712891,2,E06000050,Cheshire West and Chester,Motorway,Motorway,Serious,car/taxi
2016460097644,2016,613928,137271,1.055518984794617,51.0942497253418,2,E07000112,Shepway,Motorway,Motorway,Serious,heavy goods
201406X083629,2014,393846,412473,-2.094491004943848,53.60876846313477,2,E08000005,Rochdale,Motorway,Motorway,Serious,car/taxi
2008230895543,2008,450780,279270,-1.254927039146423,52.40905380249023,2,E07000220,Rugby,Motorway,Motorway,Serious,car/taxi
200830M010087,2008,445710,373790,-1.316241025924683,53.25913619995117,2,E07000033,Bolsover,Motorway,Motorway,Serious,car/taxi
201004TA10145,2010,356330,424540,-2.663188934326172,53.71543502807617,2,E07000126,South Ribble,Motorway,Motorway,Serious,car/taxi
200543N249085,2005,499880,186300,-.5603560209274292,51.56668853759766,2,E07000006,South Bucks,Motorway,Motorway,Serious,motorcycle
201142I378711,2011,548990,210140,.1579039990901947,51.77006530761719,2,E07000073,Harlow,Motorway,Motorway,Serious,car/taxi
2013160B01671,2013,484351,407621,-.7280669808387756,53.55843353271484,2,E06000013,North Lincolnshire,Motorway,Motorway,Serious,car/taxi
2015440452941,2015,465206,151913,-1.066853046417236,51.26265335083008,2,E07000084,Basingstoke and Deane,Motorway,Motorway,Serious,car/taxi
201004TA10223,2010,351160,442760,-2.744415044784546,53.87872314453125,2,E07000128,Wyre,Motorway,Motorway,Serious,heavy goods
2017450192882,2017,517693,156691,-.313286,51.297189,2,E07000210,Mole Valley,Motorway,Motorway,Serious,car/taxi
20084100T1070,2008,508770,217910,-.4222869873046875,51.84915161132813,2,E07000096,Dacorum,Motorway,Motorway,Serious,car/taxi
20164100T3007,2016,526530,200149,-.1694539934396744,51.68536376953125,2,E07000098,Hertsmere,Motorway,Motorway,Serious,pedestrian
2006070604482,2006,366390,386990,-2.506716012954712,53.3786735534668,2,E06000007,Warrington,Motorway,Motorway,Serious,car/taxi
20084100T3045,2008,515620,202680,-.3279510140419006,51.71089935302734,2,E07000240,St Albans,Motorway,Motorway,Serious,car/taxi
200745MO06252,2007,510200,157910,-.4203470051288605,51.30958938598633,2,E07000207,Elmbridge,Motorway,Motorway,Serious,car/taxi
200901TB00078,2009,504490,177720,-.496410995721817,51.48873138427734,2,E09000017,Hillingdon,Motorway,Motorway,Serious,car/taxi
2009520900824,2009,329340,131300,-3.010047912597656,51.07659912109375,2,E07000188,Sedgemoor,Motorway,Motorway,Serious,car/taxi
20074100T1198,2007,514370,197030,-.3478850126266479,51.66037368774414,2,E07000098,Hertsmere,Motorway,Motorway,Serious,car/taxi
200745TA03804,2007,528970,153620,-.1527390033006668,51.26709365844727,2,E07000211,Reigate and Banstead,Motorway,Motorway,Serious,heavy goods
2007230796944,2007,445580,281660,-1.331040024757385,52.43099594116211,2,E07000220,Rugby,Motorway,Motorway,Serious,car/taxi
200730M010015,2007,444630,371240,-1.332785964012146,53.23630905151367,2,E07000038,North East Derbyshire,Motorway,Motorway,Serious,heavy goods
2015460263126,2015,618070,137180,1.112802028656006,51.09244918823242,2,E07000112,Shepway,Motorway,Motorway,Serious,light goods
2014530208746,2014,371566,196432,-2.412542104721069,51.6658935546875,2,E07000082,Stroud,Motorway,Motorway,Serious,car/taxi
2013530208362,2013,391586,232976,-2.12397289276123,51.99512481689453,2,E07000083,Tewkesbury,Motorway,Motorway,Serious,car/taxi
200506X041453,2005,376610,403130,-2.354291915893555,53.5243034362793,2,E08000006,Salford,Motorway,Motorway,Serious,car/taxi
2011231196254,2011,448930,270740,-1.283362984657288,52.33253860473633,2,E07000220,Rugby,Motorway,Motorway,Serious,car/taxi
2006160C03000,2006,481510,429530,-.7652029991149902,53.75576019287109,2,E06000011,East Riding of Yorkshire,Motorway,Motorway,Serious,car/taxi
2011548319011,2011,383780,179490,-2.235153913497925,51.5140495300293,2,E06000054,Wiltshire,Motorway,Motorway,Fatal,car/taxi
2009130397509,2009,424670,427570,-1.627419948577881,53.74392318725586,2,E08000035,Leeds,Motorway,Motorway,Serious,heavy goods
200543W001065,2005,476660,169910,-.8988500237464905,51.4229736328125,2,E06000041,Wokingham,Motorway,Motorway,Serious,car/taxi
2009460180619,2009,549770,157130,.1466699987649918,51.29354858398438,2,E07000111,Sevenoaks,Motorway,Motorway,Serious,car/taxi
2017210195863,2017,378248,348055,-2.325784,53.02935,2,E07000195,Newcastle-under-Lyme,Motorway,Motorway,Serious,pedestrian
2013450005527,2013,509832,158131,-.4255580008029938,51.3116455078125,2,E07000207,Elmbridge,Motorway,Motorway,Serious,car/taxi
2017460218201,2017,595772,158876,.806655,51.295348,2,E07000113,Swale,Motorway,Motorway,Serious,light goods
2008130689708,2008,450680,422100,-1.233963012695313,53.69288635253906,2,E08000036,Wakefield,Motorway,Motorway,Serious,car/taxi
201134TM30501,2011,465290,260520,-1.045281052589417,52.23897171020508,2,E07000151,Daventry,Motorway,Motorway,Serious,car/taxi
2007440061311,2007,475230,154130,-.9227449893951416,51.28129577636719,2,E07000089,Hart,Motorway,Motorway,Serious,car/taxi
2010231095445,2010,452080,279080,-1.235846996307373,52.40722274780273,2,E07000220,Rugby,Motorway,Motorway,Serious,car/taxi
2006460131028,2006,553740,169410,.2088660001754761,51.40283203125,2,E07000111,Sevenoaks,Motorway,Motorway,Fatal,pedestrian
2015075281134,2015,362558,382297,-2.563743114471436,53.33624649047852,2,E06000007,Warrington,Motorway,Motorway,Serious,light goods
200701SX64196,2007,520220,194110,-.2643510103225708,51.63291168212891,1,E09000003,Barnet,Motorway,Motorway,Serious,car/taxi
2017077210840,2017,373291,373144,-2.401792,53.254642,2,E06000050,Cheshire West and Chester,Motorway,Motorway,Serious,pedestrian
200701XH30735,2007,505340,178380,-.4839760065078735,51.4945068359375,2,E09000017,Hillingdon,Motorway,Motorway,Serious,car/taxi
200654MB01706,2006,398820,181410,-2.018420934677124,51.53154754638672,2,E06000054,Wiltshire,Motorway,Motorway,Serious,car/taxi
2013230085413,2013,427198,262190,-1.602967977523804,52.25717926025391,2,E07000222,Warwick,Motorway,Motorway,Serious,car/taxi
200904TA09083,2009,349680,464080,-2.77045202255249,54.07018661499023,2,E07000121,Lancaster,Motorway,Motorway,Serious,car/taxi
2006520079669,2006,316220,119910,-3.19465708732605,50.97243118286133,2,E07000190,Taunton Deane,Motorway,Motorway,Serious,car/taxi
2006230691531,2006,433320,258390,-1.513653039932251,52.22267913818359,2,E07000221,Stratford-on-Avon,Motorway,Motorway,Serious,motorcycle
2013030002280,2013,345710,542150,-2.845428943634033,54.77133941650391,2,E07000030,Eden,Motorway,Motorway,Fatal,heavy goods
2006230695429,2006,442520,290400,-1.374932050704956,52.50981140136719,2,E07000220,Rugby,Motorway,Motorway,Serious,car/taxi
2008530194627,2008,370830,195740,-2.423125028610229,51.65963363647461,2,E07000082,Stroud,Motorway,Motorway,Serious,car/taxi
200730M010076,2007,446670,354930,-1.304597020149231,53.08953094482422,2,E07000033,Bolsover,Motorway,Motorway,Fatal,motorcycle
200604TA06319,2006,354870,420150,-2.684669017791748,53.67585372924805,2,E07000118,Chorley,Motorway,Motorway,Serious,car/taxi
200942I011401,2009,557590,179890,.2688339948654175,51.49593353271484,2,E06000034,Thurrock,Motorway,Motorway,Serious,car/taxi
2016076312873,2016,366208,389032,-2.508250951766968,53.39677429199219,2,E06000007,Warrington,Motorway,Motorway,Serious,car/taxi
200801XH30615,2008,507510,177060,-.4531300067901611,51.48223114013672,1,E09000017,Hillingdon,Motorway,Motorway,Serious,car/taxi
200930M010057,2009,447050,376910,-1.29569399356842,53.28706359863281,2,E07000033,Bolsover,Motorway,Motorway,Serious,car/taxi
200743R337127,2007,488350,178430,-.7286350131034851,51.49786376953125,2,E06000040,Windsor and Maidenhead,Motorway,Motorway,Serious,car/taxi
201534TN80165,2015,476567,253936,-.8816609978675842,52.17837524414063,2,E07000155,South Northamptonshire,Motorway,Motorway,Fatal,light goods
2005440647401,2005,456270,144600,-1.196056962013245,51.19779586791992,2,E07000084,Basingstoke and Deane,Motorway,Motorway,Serious,car/taxi
200545TA64273,2005,530940,152470,-.124938003718853,51.25630950927734,2,E07000215,Tandridge,Motorway,Motorway,Serious,car/taxi
2013400CA0883,2013,506350,221490,-.4563060104846954,51.88179397583008,2,E06000056,Central Bedfordshire,Motorway,Motorway,Serious,light goods
2015350208615,2015,541940,260500,.0766130015254021,52.22442245483398,2,E07000012,South Cambridgeshire,Motorway,Motorway,Serious,heavy goods
201343W073093,2013,469949,169396,-.9954559803009033,51.41921615600586,2,E06000041,Wokingham,Motorway,Motorway,Serious,car/taxi
2005070505839,2005,343060,368770,-2.854119062423706,53.21291351318359,2,E06000050,Cheshire West and Chester,Motorway,Motorway,Serious,car/taxi
2014450015369,2014,522233,153595,-.2492669969797134,51.26835250854492,2,E07000211,Reigate and Banstead,Motorway,Motorway,Serious,motorcycle
2006216M24516,2006,378140,345340,-2.327224016189575,53.00490570068359,2,E07000195,Newcastle-under-Lyme,Motorway,Motorway,Fatal,light goods
200620Z038601,2006,402060,294820,-1.971060991287231,52.55119323730469,1,E08000028,Sandwell,Motorway,Motorway,Serious,motorcycle
2005530184727,2005,391430,227390,-2.126102924346924,51.94490051269531,2,E07000083,Tewkesbury,Motorway,Motorway,Serious,heavy goods
201206K060348,2012,363976,408703,-2.545500040054321,53.57367706298828,2,E08000001,Bolton,Motorway,Motorway,Serious,car/taxi
2006070600320,2006,372330,385340,-2.417279958724976,53.36418914794922,2,E06000049,Cheshire East,Motorway,Motorway,Fatal,car/taxi
2017530206201,2017,371722,231028,-2.413099,51.977,2,E07000080,Forest of Dean,Motorway,Motorway,Serious,car/taxi
201006XJ39826,2010,380490,385420,-2.294662952423096,53.36527252197266,2,E08000003,Manchester,Motorway,Motorway,Serious,bus
2006440245525,2006,464020,104930,-1.092146039009094,50.84029769897461,2,E06000044,Portsmouth,Motorway,Motorway,Serious,car/taxi
20084100T3108,2008,523990,199980,-.2078260034322739,51.68484878540039,2,E07000098,Hertsmere,Motorway,Motorway,Serious,light goods
2015460261070,2015,604000,141400,.914546012878418,51.13552474975586,1,E07000105,Ashford,Motorway,Motorway,Fatal,pedestrian
200743P284017,2007,472920,196550,-.9471169710159302,51.66296005249023,2,E07000179,South Oxfordshire,Motorway,Motorway,Serious,car/taxi
200543W523055,2005,430490,176210,-1.562307953834534,51.48397445678711,2,E06000037,West Berkshire,Motorway,Motorway,Serious,car/taxi
201305CC04339,2013,342274,395960,-2.870851993560791,53.45720672607422,1,E08000011,Knowsley,Motorway,Motorway,Serious,car/taxi
2012521207538,2012,358077,181350,-2.605762958526611,51.52944564819336,1,E06000025,South Gloucestershire,Motorway,Motorway,Serious,bus
2008070140998,2008,372470,379410,-2.414659023284912,53.31089401245117,2,E06000049,Cheshire East,Motorway,Motorway,Serious,motorcycle
200545RE69649,2005,528600,153760,-.1579889953136444,51.2684326171875,2,E07000211,Reigate and Banstead,Motorway,Motorway,Fatal,light goods
20134100T3103,2013,519610,203210,-.2700470089912415,51.71482849121094,2,E07000098,Hertsmere,Motorway,Motorway,Serious,heavy goods
200543W362055,2005,469860,169430,-.9967280030250549,51.41953659057617,2,E06000041,Wokingham,Motorway,Motorway,Serious,car/taxi
20154100T1019,2015,510020,206670,-.407725989818573,51.74793243408203,2,E07000096,Dacorum,Motorway,Motorway,Serious,car/taxi
201201YE80762,2012,530180,200580,-.1181109994649887,51.6888427734375,2,E09000010,Enfield,Motorway,Motorway,Serious,car/taxi
2011070012459,2011,376230,384590,-2.358617067337036,53.35763931274414,2,E06000049,Cheshire East,Motorway,Motorway,Serious,car/taxi
2006330607555,2006,456180,278590,-1.175665020942688,52.40241241455078,2,E07000131,Harborough,Motorway,Motorway,Serious,motorcycle
200934TM11119,2009,473920,256420,-.9198150038719177,52.20102691650391,2,E07000155,South Northamptonshire,Motorway,Motorway,Serious,car/taxi
200743N176127,2007,486510,191390,-.7519500255584717,51.61465072631836,1,E07000007,Wycombe,Motorway,Motorway,Serious,car/taxi
201643W038056,2016,474939,169615,-.9221519827842712,51.42009735107422,2,E06000041,Wokingham,Motorway,Motorway,Serious,car/taxi
201601YE80154,2016,534520,199990,-.0539910010993481,51.68207550048828,2,E09000010,Enfield,Motorway,Motorway,Serious,car/taxi
200734TM40897,2007,477430,253170,-.8692079782485962,52.17132949829102,2,E07000151,Daventry,Motorway,Motorway,Serious,bus
2012030001032,2012,336770,563170,-2.988986968994141,54.95915985107422,2,E07000028,Carlisle,Motorway,Motorway,Serious,car/taxi
200645TA86164,2006,530950,143090,-.1282169967889786,51.17200469970703,2,E07000215,Tandridge,Motorway,Motorway,Serious,car/taxi
200545RE76726,2005,531100,147600,-.1244269981980324,51.21250152587891,2,E07000215,Tandridge,Motorway,Motorway,Serious,car/taxi
201434TM20784,2014,474544,255768,-.910830020904541,52.1950798034668,2,E07000155,South Northamptonshire,Motorway,Motorway,Serious,car/taxi
201643P263016,2016,451661,230273,-1.247936010360718,51.96809768676758,2,E07000177,Cherwell,Motorway,Motorway,Serious,car/taxi
201043S103070,2010,490480,240200,-.6818779706954956,52.05276870727539,2,E06000042,Milton Keynes,Motorway,Motorway,Serious,motorcycle
200706X069353,2007,384550,404780,-2.234606981277466,53.5394287109375,2,E08000005,Rochdale,Motorway,Motorway,Serious,car/taxi
201305AA02214,2013,336034,378982,-2.961371898651123,53.30389404296875,2,E08000015,Wirral,Motorway,Motorway,Serious,motorcycle
2015450026491,2015,510034,158013,-.4227100014686584,51.31060409545898,2,E07000207,Elmbridge,Motorway,Motorway,Serious,motorcycle
201423M400395,2014,439451,250853,-1.424780964851379,52.15451812744141,2,E07000221,Stratford-on-Avon,Motorway,Motorway,Serious,car/taxi
200842I366010,2008,538150,199890,-.0031560000497848,51.68073654174805,1,E07000072,Epping Forest,Motorway,Motorway,Serious,motorcycle
201204TA12087,2012,349614,433867,-2.766468048095703,53.79865264892578,2,E07000123,Preston,Motorway,Motorway,Serious,car/taxi
2006216M13176,2006,395700,306810,-2.065018892288208,52.65896987915039,2,E07000196,South Staffordshire,Motorway,Motorway,Serious,pedestrian
2017521707058,2017,358057,188660,-2.606902,51.595216,2,E06000025,South Gloucestershire,Motorway,Motorway,Serious,motorcycle
201304TA13063,2013,381611,432336,-2.280595064163208,53.78701400756836,1,E07000117,Burnley,Motorway,Motorway,Fatal,pedestrian
200850KE5Q004,2008,296890,93010,-3.462301969528198,50.72746658325195,2,E07000040,East Devon,Motorway,Motorway,Fatal,car/taxi
2015075309551,2015,362464,382272,-2.565151929855347,53.33601379394531,2,E06000007,Warrington,Motorway,Motorway,Serious,car/taxi
20131300S1193,2013,451637,422231,-1.219449996948242,53.69397354125977,2,E08000036,Wakefield,Motorway,Motorway,Serious,car/taxi
2008130406108,2008,427710,431140,-1.581007957458496,53.77585983276367,1,E08000035,Leeds,Motorway,Motorway,Serious,motorcycle
201004TA10003,2010,383370,433280,-2.253947973251343,53.79555511474609,2,E07000117,Burnley,Motorway,Motorway,Fatal,light goods
2015450024632,2015,531346,151539,-.1194830015301704,51.24790573120117,2,E07000215,Tandridge,Motorway,Motorway,Serious,car/taxi
200501YE80967,2005,533970,200020,-.0635299980640411,51.68291854858398,2,E09000010,Enfield,Motorway,Motorway,Serious,car/taxi
201322D304710,2013,403260,273740,-1.95356297492981,52.36167526245117,2,E07000234,Bromsgrove,Motorway,Motorway,Serious,car/taxi
20141313B0670,2014,412181,419947,-1.81708300113678,53.67584609985352,2,E08000033,Calderdale,Motorway,Motorway,Serious,car/taxi
200804TA08047,2008,348880,459260,-2.781862020492554,54.02679061889648,2,E07000121,Lancaster,Motorway,Motorway,Serious,car/taxi
2005520085324,2005,354390,185870,-2.659497976303101,51.56979751586914,2,E06000025,South Gloucestershire,Motorway,Motorway,Serious,heavy goods
2016440178057,2016,443771,119185,-1.376553058624268,50.96987152099609,1,E07000086,Eastleigh,Motorway,Motorway,Serious,car/taxi
2017420199877,2017,552215,231721,.214109,51.963144,2,E07000077,Uttlesford,Motorway,Motorway,Serious,car/taxi
200505CC01640,2005,343180,389910,-2.856115102767944,53.40292739868164,2,E08000011,Knowsley,Motorway,Motorway,Serious,car/taxi
201045SU57445,2010,487400,158630,-.7471910119056702,51.32001495361328,1,E07000214,Surrey Heath,Motorway,Motorway,Serious,car/taxi
2014074011323,2014,371180,380400,-2.434109926223755,53.31972503662109,2,E06000049,Cheshire East,Motorway,Motorway,Serious,car/taxi
200930M010083,2009,445780,355900,-1.317747950553894,53.09832763671875,2,E07000033,Bolsover,Motorway,Motorway,Serious,car/taxi
200943R311129,2009,485620,175640,-.7686290144920349,51.47320175170898,2,E06000040,Windsor and Maidenhead,Motorway,Motorway,Serious,car/taxi
2008530196129,2008,372380,198340,-2.40092396736145,51.68309020996094,2,E07000082,Stroud,Motorway,Motorway,Serious,car/taxi
2012440013195,2012,486348,158018,-.7624319791793823,51.31467437744141,1,E07000092,Rushmoor,Motorway,Motorway,Serious,motorcycle
2005440766542,2005,463880,104940,-1.094131946563721,50.84040451049805,2,E06000044,Portsmouth,Motorway,Motorway,Serious,motorcycle
2005030001634,2005,357680,513820,-2.655268907546997,54.51791381835938,2,E07000030,Eden,Motorway,Motorway,Serious,car/taxi
2005130355805,2005,437040,431040,-1.439452052116394,53.77438354492188,2,E08000035,Leeds,Motorway,Motorway,Serious,motorcycle
201405DD02111,2014,349955,389672,-2.754183053970337,53.4014778137207,2,E08000013,St. Helens,Motorway,Motorway,Serious,car/taxi
2017460288463,2017,550243,164438,.156531,51.35915,2,E07000111,Sevenoaks,Motorway,Motorway,Serious,motorcycle
201405CC01115,2014,345990,390290,-2.813919067382813,53.40663909912109,2,E08000011,Knowsley,Motorway,Motorway,Serious,car/taxi
2016460045084,2016,616550,137128,1.092825055122375,51.09198379516602,2,E07000112,Shepway,Motorway,Motorway,Serious,car/taxi
200945SU36151,2009,494450,163430,-.6447790265083313,51.36203765869141,2,E07000214,Surrey Heath,Motorway,Motorway,Serious,car/taxi
2005070501998,2005,369300,381300,-2.462419033050537,53.32770919799805,2,E06000049,Cheshire East,Motorway,Motorway,Fatal,pedestrian
2006230696137,2006,416980,290500,-1.751237988471985,52.5120964050293,2,E07000218,North Warwickshire,Motorway,Motorway,Serious,car/taxi
200904TA09203,2009,354160,434690,-2.697576999664307,53.80647277832031,2,E07000123,Preston,Motorway,Motorway,Serious,heavy goods
2008218014337,2008,412710,304680,-1.813616991043091,52.63969039916992,2,E07000194,Lichfield,Motorway,Motorway,Serious,car/taxi
2005215M28131,2005,390010,304570,-2.149074077606201,52.63875579833984,2,E07000196,South Staffordshire,Motorway,Motorway,Serious,car/taxi
201443R235014,2014,488590,178480,-.7251660227775574,51.49827575683594,2,E06000040,Windsor and Maidenhead,Motorway,Motorway,Serious,heavy goods
201643P221076,2016,455183,219540,-1.198389053344727,51.87126159667969,2,E07000177,Cherwell,Motorway,Motorway,Serious,pedestrian
200643R079096,2006,497170,179070,-.6014360189437866,51.50217056274414,2,E06000039,Slough,Motorway,Motorway,Serious,motorcycle
201001TX20510,2010,512380,177790,-.3827930092811584,51.48784637451172,1,E09000018,Hounslow,Motorway,Motorway,Serious,car/taxi
200942I188206,2009,543200,194250,.0675299987196922,51.6287956237793,2,E07000072,Epping Forest,Motorway,Motorway,Serious,car/taxi
201050KU2C002,2010,309290,116520,-3.292489051818848,50.94090270996094,2,E07000042,Mid Devon,Motorway,Motorway,Serious,car/taxi
200920Z013001,2009,401880,295200,-1.973713040351868,52.55461120605469,2,E08000028,Sandwell,Motorway,Motorway,Fatal,car/taxi
2006130450906,2006,418120,426890,-1.726773977279663,53.73807907104492,2,E08000034,Kirklees,Motorway,Motorway,Serious,motorcycle
201414B057514,2014,430326,411092,-1.543267965316772,53.59552383422852,2,E08000016,Barnsley,Motorway,Motorway,Serious,car/taxi
201034TM02010,2010,480240,249150,-.8290759921073914,52.13479614257813,2,E07000155,South Northamptonshire,Motorway,Motorway,Serious,heavy goods
2007530192046,2007,372510,198770,-2.399077892303467,51.68696212768555,2,E07000082,Stroud,Motorway,Motorway,Fatal,car/taxi
2008130448908,2008,442870,434550,-1.350507974624634,53.80548095703125,2,E08000035,Leeds,Motorway,Motorway,Serious,car/taxi
2016230136796,2016,427750,305861,-1.589776039123535,52.64942169189453,2,E07000218,North Warwickshire,Motorway,Motorway,Serious,light goods
2006216M24727,2006,395100,307930,-2.073905944824219,52.66903305053711,2,E07000196,South Staffordshire,Motorway,Motorway,Fatal,car/taxi
2010530201836,2010,377940,206980,-2.321053028106689,51.76102066040039,2,E07000082,Stroud,Motorway,Motorway,Serious,car/taxi
20082180X0378,2008,389880,324850,-2.151626110076904,52.82106399536133,2,E07000197,Stafford,Motorway,Motorway,Serious,car/taxi
2017410232259,2017,509646,207106,-.412982,51.751933,2,E07000240,St Albans,Motorway,Motorway,Serious,motorcycle
2005215M06995,2005,378180,346530,-2.326708078384399,53.01560592651367,2,E07000195,Newcastle-under-Lyme,Motorway,Motorway,Serious,heavy goods
2017450222717,2017,503697,165495,-.511398,51.379045,2,E07000212,Runnymede,Motorway,Motorway,Serious,motorcycle
201322C300953,2013,398330,273200,-2.025957107543945,52.35682678222656,2,E07000234,Bromsgrove,Motorway,Motorway,Serious,car/taxi
201442I077603,2014,548207,204001,.1439519971609116,51.71511459350586,2,E07000072,Epping Forest,Motorway,Motorway,Serious,car/taxi
200804TA08265,2008,358090,429890,-2.637249946594238,53.7636604309082,2,E07000126,South Ribble,Motorway,Motorway,Serious,car/taxi
200922D900570,2009,389970,240290,-2.147726058959961,52.06085586547852,2,E07000235,Malvern Hills,Motorway,Motorway,Fatal,heavy goods
200820Z003201,2008,399360,296910,-2.010885000228882,52.56998443603516,1,E08000030,Walsall,Motorway,Motorway,Serious,pedestrian
2017051703015,2017,331481,383280,-3.030587,53.341978,2,E08000015,Wirral,Motorway,Motorway,Serious,car/taxi
2010231096537,2010,423470,285890,-1.655931949615479,52.47041320800781,2,E07000218,North Warwickshire,Motorway,Motorway,Serious,car/taxi
201304TA13133,2013,356906,425214,-2.654556035995483,53.72153854370117,1,E07000126,South Ribble,Motorway,Motorway,Serious,heavy goods
2011160C03471,2011,474590,426690,-.870822012424469,53.73127365112305,2,E06000011,East Riding of Yorkshire,Motorway,Motorway,Serious,car/taxi
201143N125071,2011,496390,188710,-.6100320219993591,51.58895874023438,2,E07000006,South Bucks,Motorway,Motorway,Serious,car/taxi
2014440042212,2014,473269,153224,-.9510430097579956,51.27340698242188,2,E07000089,Hart,Motorway,Motorway,Serious,car/taxi
2009460173816,2009,593220,159010,.7701740264892578,51.29735946655273,2,E07000113,Swale,Motorway,Motorway,Serious,car/taxi
200542G010602,2005,543270,200910,.0712679997086525,51.68862152099609,2,E07000072,Epping Forest,Motorway,Motorway,Serious,heavy goods
200843R270118,2008,502320,178170,-.5275239944458008,51.49317169189453,2,E06000039,Slough,Motorway,Motorway,Serious,car/taxi
200650D42E097,2006,302750,107730,-3.383202075958252,50.86081314086914,2,E07000042,Mid Devon,Motorway,Motorway,Fatal,car/taxi
200505AW01249,2005,327870,389760,-3.086322069168091,53.39970779418945,2,E08000015,Wirral,Motorway,Motorway,Serious,car/taxi
2006530187015,2006,391780,234750,-2.121190071105957,52.01107788085938,2,E07000083,Tewkesbury,Motorway,Motorway,Fatal,car/taxi
2014450020875,2014,540551,153987,.0133020002394915,51.26765441894531,2,E07000215,Tandridge,Motorway,Motorway,Serious,car/taxi
200706X069342,2007,379840,416790,-2.306457996368408,53.647216796875,1,E08000002,Bury,Motorway,Motorway,Serious,car/taxi
2006070601555,2006,360480,381980,-2.594926118850708,53.33323287963867,2,E06000050,Cheshire West and Chester,Motorway,Motorway,Serious,heavy goods
201245GU71307,2012,507100,159500,-.4643290042877197,51.32447052001953,2,E07000209,Guildford,Motorway,Motorway,Serious,car/taxi
201143S165011,2011,484640,245240,-.7657769918441772,52.09899520874023,2,E06000042,Milton Keynes,Motorway,Motorway,Serious,car/taxi
200822GA87003,2008,383300,305820,-2.248295068740845,52.64982604980469,2,E06000051,Shropshire,Motorway,Motorway,Serious,car/taxi
200830M010146,2008,445360,356110,-1.323989987373352,53.10025024414063,2,E07000033,Bolsover,Motorway,Motorway,Serious,car/taxi
200850JC4V004,2008,293060,87840,-3.515048980712891,50.6802978515625,2,E07000045,Teignbridge,Motorway,Motorway,Serious,motorcycle
2007460150978,2007,549950,158080,.1496479958295822,51.30204010009766,2,E07000111,Sevenoaks,Motorway,Motorway,Serious,pedestrian
200522MC42931,2005,389070,241320,-2.16088604927063,52.07010269165039,2,E07000238,Wychavon,Motorway,Motorway,Serious,pedestrian
201030M010039,2010,446030,355740,-1.314036965370178,53.09686660766602,2,E07000033,Bolsover,Motorway,Motorway,Serious,car/taxi
200630M010015,2006,446820,376080,-1.29926598072052,53.27962112426758,2,E07000033,Bolsover,Motorway,Motorway,Fatal,car/taxi
2011520104001,2011,326090,125620,-3.055272102355957,51.02511978149414,2,E07000190,Taunton Deane,Motorway,Motorway,Serious,car/taxi
2009460170294,2009,574510,163350,.5042070150375366,51.34238815307617,2,E07000115,Tonbridge and Malling,Motorway,Motorway,Serious,car/taxi
201301KD50230,2013,557300,190540,.2694180011749268,51.59170150756836,2,E09000016,Havering,Motorway,Motorway,Serious,car/taxi
2008460164390,2008,556770,158200,.2474559992551804,51.3012809753418,2,E07000111,Sevenoaks,Motorway,Motorway,Serious,motorcycle
201105AA01803,2011,328200,387660,-3.080881118774414,53.38087844848633,1,E08000015,Wirral,Motorway,Motorway,Serious,car/taxi
200534TM06329,2005,457690,272870,-1.154454946517944,52.35083770751953,2,E07000151,Daventry,Motorway,Motorway,Serious,car/taxi
20161333D1710,2016,431263,426519,-1.526033043861389,53.73390197753906,2,E08000035,Leeds,Motorway,Motorway,Serious,light goods
200942I087603,2009,542800,192920,.0612130016088486,51.61694717407227,2,E07000072,Epping Forest,Motorway,Motorway,Serious,car/taxi
201423M400735,2014,434211,257712,-1.500679016113281,52.21652984619141,2,E07000221,Stratford-on-Avon,Motorway,Motorway,Serious,motorcycle
201234TM21702,2012,460910,266310,-1.10837197303772,52.29151916503906,2,E07000151,Daventry,Motorway,Motorway,Serious,light goods
2014450017433,2014,530241,153410,-.1346080005168915,51.26491546630859,2,E07000211,Reigate and Banstead,Motorway,Motorway,Serious,car/taxi
200934TM35939,2009,476050,254350,-.8891180157661438,52.18212890625,2,E07000155,South Northamptonshire,Motorway,Motorway,Serious,car/taxi
20154100T3067,2015,512930,202895,-.3668160140514374,51.71342849731445,2,E07000240,St Albans,Motorway,Motorway,Serious,heavy goods
201601YE80165,2016,532140,200690,-.0881349965929985,51.68893051147461,2,E09000010,Enfield,Motorway,Motorway,Serious,light goods
2011231190873,2011,433680,258080,-1.508414030075073,52.21987152099609,2,E07000221,Stratford-on-Avon,Motorway,Motorway,Serious,motorcycle
2011130375885,2011,436530,425940,-1.44779098033905,53.72858047485352,2,E08000035,Leeds,Motorway,Motorway,Serious,car/taxi
200645SP88246,2006,508440,168790,-.4422740042209625,51.40772247314453,2,E07000213,Spelthorne,Motorway,Motorway,Serious,car/taxi
2008070318923,2008,377540,357450,-2.337013006210327,53.11373901367188,2,E06000049,Cheshire East,Motorway,Motorway,Fatal,car/taxi
